date,district,Cowpea,Ground Nuts,Maize,Onion,Pepper,Rice,Sesame,Sorghum,Tomato,Water Melon,area
2004-07-01,Luuq,,,200.0,,,,,,,,luuq
2004-07-01,Marka,,,21.0,,,,,,,,marka
2004-07-01,Owdweyne,,,34.0,,,,,1.17,,,owdweyne
2004-07-01,Qansax Dheere,,,400.0,,,,,4.6,,,qansax dheere
2004-07-01,Qoryooley,,,10.2,,,,,,,,qoryooley
2004-07-01,Rab Dhuure,,,,,,,,36.0,,,rab dhuure
2004-07-01,Saakow,,,240.0,,,,,720.0,,,saakow
2004-07-01,Sablaale,,,2.0,,,,,,,,sablaale
2004-07-01,Sheikh,,,26.0,,,,,185.0,,,sheikh
2004-07-01,Tayeeglow,,,7.0,,,,,128.0,,,tayeeglow
2004-07-01,Waajid,,,,,,,,180.0,,,waajid
2004-07-01,Wanla weyn,,,,,,,,5.0,,,wanla weyn
2004-07-01,Xarardheere,,,,,,,,,,,xarardheere
2004-07-01,Xudur,,,10.0,,,,,92.0,,,xudur
2005-01-01,Adan Yabaal,,,,,,,,,,,adan yabaal
2005-01-01,Afgooye,,,4.0,,,,560.0,9.42,,,afgooye
2005-01-01,Afmadow,20.0,,150.0,,,,,24.0,,,afmadow
2005-01-01,Baardheere,480.0,,2.45,,,,900.0,10.5,,,baardheere
2005-01-01,Badhaadhe,16.0,,180.0,,,,9.0,18.0,,,badhaadhe
2005-01-01,Balcad,,,2.1,,,,700.0,1.5,,,balcad
2005-01-01,Baraawe,,,720.0,,,,1.5,,,,baraawe
2005-01-01,Baydhaba,,,1.4,,,,,9.0,,,baydhaba
2005-01-01,Belet Weyne,,,360.0,,,,,5.98,,,belet weyne
2005-01-01,Belet Xaawo,,,300.0,,,,,56.0,,,belet xaawo
2005-01-01,Borama,,,,,,,,,,,borama
2005-01-01,Bu'aale,23.0,,400.0,,,,750.0,1.25,,,bu'aale
2005-01-01,Bulo Burto,,,720.0,,,,,2.88,,,bulo burto
2005-01-01,Burco,,,,,,,,,,,burco
2005-01-01,Buur Hakaba,,,600.0,,,,,14.0,,,buur hakaba
2005-01-01,Cadale,,,,,,,,,,,cadale
2005-01-01,Ceel Bur,,,,,,,,,,,ceel buur
2005-01-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2005-01-01,Diinsoor,,,400.0,,,,,10.0,,,diinsoor
2005-01-01,Doolow,,,280.0,,,,,80.0,,,doolow
2005-01-01,El berde,,,28.0,,,,,59.0,,,ceel barde
2005-01-01,Garbaharey/Burdhuubo,14.0,,285.0,,,,26.0,180.0,,,garbahaarey
2005-01-01,Gebiley,,,,,,,,,,,gebiley
2005-01-01,Hargeysa,,,,,,,,,,,hargeysa
2005-01-01,Hobyo,,,,,,,,,,,hobyo
2005-01-01,Jalalaqsi,,,650.0,,,,180.0,875.0,,,jalalaqsi
2005-01-01,Jamaame,30.0,,372.0,,,,729.0,,,,jamaame
2005-01-01,Jilib,15.0,,480.0,,,,450.0,,,,jilib
2005-01-01,Jowhar,,,2.875,,,,1.38,1.92,,,jowhar
2005-01-01,Kismaayo,2.0,,148.0,,,,141.0,,,,kismaayo
2005-01-01,Kurtunwaarey,,,1.33,,,,8.3,,,,kurtunwaarey
2005-01-01,Luuq,,,900.0,,,,,200.0,,,luuq
2005-01-01,Marka,,,7.16,,,,1.6,800.0,,,marka
2005-01-01,Owdweyne,,,,,,,,,,,owdweyne
2005-01-01,Qansax Dheere,,,400.0,,,,,7.8,,,qansax dheere
2005-01-01,Qoryooley,,,735.0,,,,1.68,500.0,,,qoryooley
2005-01-01,Rab Dhuure,,,31.0,,,,,172.0,,,rab dhuure
2005-01-01,Saakow,12.0,,160.0,,,,600.0,3.0,,,saakow
2005-01-01,Sablaale,,,600.0,,,,1.02,,,,sablaale
2005-01-01,Sheikh,,,,,,,,,,,sheikh
2005-01-01,Tayeeglow,,,93.0,,,,,898.0,,,tayeeglow
2005-01-01,Waajid,,,,,,,,600.0,,,waajid
2005-01-01,Wanla weyn,,,,,,,400.0,11.9,,,wanla weyn
2005-01-01,Xarardheere,,,,,,,,,,,xarardheere
2005-01-01,Xudur,,,93.0,,,,,730.0,,,xudur
2005-07-01,Adan Yabaal,,,,,,,,,,,adan yabaal
2005-07-01,Afgooye,,,4.0,,,,,,,,afgooye
2005-07-01,Afmadow,,,70.0,,,,,18.0,,,afmadow
2005-07-01,Baardheere,,,261.0,,,,,70.0,,,baardheere
2005-07-01,Badhaadhe,,,200.0,,,,,24.0,,,badhaadhe
2005-07-01,Balcad,,,3.6,,,,,850.0,,,balcad
2005-07-01,Baraawe,,,600.0,,,,,,,,baraawe
2005-07-01,Baydhaba,,,1.0,,,,,7.5,,,baydhaba
2005-07-01,Belet Weyne,,,,,,,,50.0,,,belet weyne
2005-07-01,Belet Xaawo,,,50.0,,,,,,,,belet xaawo
2005-07-01,Borama,,,1.553,,,,,3.451,,,borama
2005-07-01,Bu'aale,600.0,,2.432,,,,140.0,12.0,,,bu'aale
2005-07-01,Bulo Burto,,,,,,,,60.0,,,bulo burto
2005-07-01,Burco,,,20.0,,,,,138.0,,,burco
2005-07-01,Buur Hakaba,,,400.0,,,,,1.0,,,buur hakaba
2005-07-01,Cadale,,,,,,,,75.0,,,cadale
2005-07-01,Ceel Bur,,,,,,,,,,,ceel buur
2005-07-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2005-07-01,Diinsoor,,,100.0,,,,,2.0,,,diinsoor
2005-07-01,Doolow,,,75.0,,,,,,,,doolow
2005-07-01,El berde,,,,,,,,,,,ceel barde
2005-07-01,Garbaharey/Burdhuubo,,,27.0,,,,,8.0,,,garbahaarey
2005-07-01,Gebiley,,,1.8,,,,,15.249,,,gebiley
2005-07-01,Hargeysa,,,1.17,,,,,1.548,,,hargeysa
2005-07-01,Hobyo,,,,,,,,,,,hobyo
2005-07-01,Jalalaqsi,,,,,,,,30.0,,,jalalaqsi
2005-07-01,Jamaame,,,336.0,,,,,,,,jamaame
2005-07-01,Jilib,,,1.815,,,,,75.0,,,jilib
2005-07-01,Jowhar,,,12.4,,,,,3.5,,,jowhar
2005-07-01,Kismaayo,,,180.0,,,,,,,,kismaayo
2005-07-01,Kurtunwaarey,,,7.2,,,,,,,,kurtunwaarey
2005-07-01,Luuq,,,50.0,,,,,,,,luuq
2005-07-01,Marka,,,12.0,,,,,,,,marka
2005-07-01,Owdweyne,,,40.0,,,,,660.0,,,owdweyne
2005-07-01,Qansax Dheere,,,100.0,,,,,800.0,,,qansax dheere
2005-07-01,Qoryooley,,,9.2,,,,,,,,qoryooley
2005-07-01,Rab Dhuure,,,,,,,,19.0,,,rab dhuure
2005-07-01,Saakow,320.0,,1.37,,,,120.0,20.0,,,saakow
2005-07-01,Sablaale,,,2.24,,,,,,,,sablaale
2005-07-01,Sheikh,,,20.0,,,,,66.0,,,sheikh
2005-07-01,Tayeeglow,,,74.0,,,,,622.0,,,tayeeglow
2005-07-01,Waajid,,,,,,,,140.0,,,waajid
2005-07-01,Wanla weyn,,,,,,,,1.5,,,wanla weyn
2005-07-01,Xarardheere,,,,,,,,,,,xarardheere
2005-07-01,Xudur,,,61.0,,,,,62.0,,,xudur
2006-01-01,Adan Yabaal,,,,,,,,10.0,,,adan yabaal
2006-01-01,Afgooye,,,2.0,,,,,1.6,,,afgooye
2006-01-01,Afmadow,,,6.0,,,,,,,,afmadow
2006-01-01,Baardheere,,,504.0,,,,,210.0,,,baardheere
2006-01-01,Badhaadhe,,,,,,,,,,,badhaadhe
2006-01-01,Balcad,,,2.0,,,,,1.0,,,balcad
2006-01-01,Baraawe,,,,,,,,,,,baraawe
2006-01-01,Baydhaba,,,200.0,,,,,2.0,,,baydhaba
2006-01-01,Belet Weyne,,,120.0,,,,,540.0,,,belet weyne
2006-01-01,Belet Xaawo,,,32.0,,,,,,,,belet xaawo
2006-01-01,Borama,,,,,,,,,,,borama
2006-01-01,Bu'aale,,,70.0,,,,,30.0,,,bu'aale
2006-01-01,Bulo Burto,,,,,,,,210.0,,,bulo burto
2006-01-01,Burco,,,,,,,,,,,burco
2006-01-01,Buur Hakaba,,,100.0,,,,,2.25,,,buur hakaba
2006-01-01,Cadale,,,,,,,,10.0,,,cadale
2006-01-01,Ceel Bur,,,,,,,,,,,ceel buur
2006-01-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2006-01-01,Diinsoor,,,80.0,,,,,1.0,,,diinsoor
2006-01-01,Doolow,,,,,,,,,,,doolow
2006-01-01,El berde,,,,,,,,,,,ceel barde
2006-01-01,Garbaharey/Burdhuubo,,,68.0,,,,,,,,garbahaarey
2006-01-01,Gebiley,,,,,,,,,,,gebiley
2006-01-01,Hargeysa,,,,,,,,,,,hargeysa
2006-01-01,Hobyo,,,,,,,,,,,hobyo
2006-01-01,Jalalaqsi,,,350.0,,,,,,,,jalalaqsi
2006-01-01,Jamaame,,,,,,,,,,,jamaame
2006-01-01,Jilib,,,60.0,,,,,,,,jilib
2006-01-01,Jowhar,,,2.5,,,,,1.8,,,jowhar
2006-01-01,Kismaayo,,,,,,,,,,,kismaayo
2006-01-01,Kurtunwaarey,,,6.6,,,,,,,,kurtunwaarey
2006-01-01,Luuq,,,40.0,,,,,,,,luuq
2006-01-01,Marka,,,7.2,,,,,30.0,,,marka
2006-01-01,Owdweyne,,,,,,,,,,,owdweyne
2006-01-01,Qansax Dheere,,,50.0,,,,,1.4,,,qansax dheere
2006-01-01,Qoryooley,,,5.1,,,,,750.0,,,qoryooley
2006-01-01,Rab Dhuure,,,,,,,,,,,rab dhuure
2006-01-01,Saakow,,,70.0,,,,,70.0,,,saakow
2006-01-01,Sablaale,,,850.0,,,,,,,,sablaale
2006-01-01,Sheikh,,,,,,,,,,,sheikh
2006-01-01,Tayeeglow,,,,,,,,166.0,,,tayeeglow
2006-01-01,Waajid,,,,,,,,30.0,,,waajid
2006-01-01,Wanla weyn,,,,,,,,1.2,,,wanla weyn
2006-01-01,Xarardheere,,,,,,,,,,,xarardheere
2006-01-01,Xudur,,,,,,,,55.0,,,xudur
2006-07-01,Adan Yabaal,,,,,,,,25.0,,,adan yabaal
2006-07-01,Afgooye,,,5.4,,,,,,,,afgooye
2006-07-01,Afmadow,,,20.0,,,,,16.0,,,afmadow
2006-07-01,Baardheere,,,1.23,,,,,2.928,,,baardheere
2006-07-01,Badhaadhe,,,153.0,,,,,,,,badhaadhe
2006-07-01,Balcad,,,3.85,,,,,2.55,,,balcad
2006-07-01,Baraawe,,,400.0,,,,,,,,baraawe
2006-07-01,Baydhaba,,,500.0,,,,,11.4,,,baydhaba
2006-07-01,Belet Weyne,,,240.0,,,,,280.0,,,belet weyne
2006-07-01,Belet Xaawo,,,24.0,,,,,,,,belet xaawo
2006-07-01,Borama,,,828.0,,,,,3.75,,,borama
2006-07-01,Bu'aale,,,367.0,,,,,100.0,,,bu'aale
2006-07-01,Bulo Burto,4.0,,120.0,,,,,516.0,,,bulo burto
2006-07-01,Burco,,,8.0,,,,,81.0,,,burco
2006-07-01,Buur Hakaba,,,140.0,,,,,6.0,,,buur hakaba
2006-07-01,Cadale,,,,,,,,20.0,,,cadale
2006-07-01,Ceel Bur,,,,,,,,,,,ceel buur
2006-07-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2006-07-01,Diinsoor,,,1.2,,,,,9.2,,,diinsoor
2006-07-01,Doolow,,,45.0,,,,,,,,doolow
2006-07-01,El berde,,,,,,,,,,,ceel barde
2006-07-01,Garbaharey/Burdhuubo,,,118.0,,,,,11.0,,,garbahaarey
2006-07-01,Gebiley,,,1.794,,,,,16.686,,,gebiley
2006-07-01,Hargeysa,,,369.0,,,,,972.0,,,hargeysa
2006-07-01,Hobyo,,,,,,,,,,,hobyo
2006-07-01,Jalalaqsi,38.0,,200.0,,,,,90.0,,,jalalaqsi
2006-07-01,Jamaame,200.0,,292.0,,,,900.0,,,,jamaame
2006-07-01,Jilib,120.0,,828.0,,,,400.0,,,,jilib
2006-07-01,Jowhar,,,7.2,,,,,5.1,,,jowhar
2006-07-01,Kismaayo,120.0,,1.544,,,,80.0,,,,kismaayo
2006-07-01,Kurtunwaarey,,,11.0,,,,,,,,kurtunwaarey
2006-07-01,Luuq,,,100.0,,,,,20.0,,,luuq
2006-07-01,Marka,,,14.4,,,,,,,,marka
2006-07-01,Owdweyne,,,20.0,,,,,420.0,,,owdweyne
2006-07-01,Qansax Dheere,,,900.0,,,,,8.8,,,qansax dheere
2006-07-01,Qoryooley,,,8.96,,,,,,,,qoryooley
2006-07-01,Rab Dhuure,,,,,,,,80.0,,,rab dhuure
2006-07-01,Saakow,,,41.0,,,,,180.0,,,saakow
2006-07-01,Sablaale,,,2.4,,,,,,,,sablaale
2006-07-01,Sheikh,,,14.0,,,,,78.0,,,sheikh
2006-07-01,Tayeeglow,,,80.0,,,,,700.0,,,tayeeglow
2006-07-01,Waajid,,,35.0,,,,,300.0,,,waajid
2006-07-01,Wanla weyn,,,,,,,,4.5,,,wanla weyn
2006-07-01,Xarardheere,,,,,,,,,,,xarardheere
2006-07-01,Xudur,,,80.0,,,,,150.0,,,xudur
2007-01-01,Adan Yabaal,,,,,,,,30.0,,,adan yabaal
2007-01-01,Afgooye,,,3.6,,,,,5.6,,,afgooye
2007-01-01,Afmadow,,,,,,,,,,,afmadow
2007-01-01,Baardheere,5.0,,135.0,,,,132.0,2.32,,,baardheere
2007-01-01,Badhaadhe,,,35.0,,,,,,,,badhaadhe
2007-01-01,Balcad,,,2.805,,,,140.0,2.0,,,balcad
2007-01-01,Baraawe,,,350.0,,,,,,,,baraawe
2007-01-01,Baydhaba,,,4.32,,,,,14.4,,,baydhaba
2007-01-01,Belet Weyne,11.0,,32.0,,,,115.0,1.5,,,belet weyne
2007-01-01,Belet Xaawo,1.0,,8.0,,,,,35.0,,,belet xaawo
2007-01-01,Borama,,,,,,,,,,,borama
2007-01-01,Bu'aale,48.0,,160.0,,,,575.0,892.0,,,bu'aale
2007-01-01,Bulo Burto,,,654.0,,,,39.0,3.6,,,bulo burto
2007-01-01,Burco,,,,,,,,,,,burco
2007-01-01,Buur Hakaba,,,3.36,,,,,11.2,,,buur hakaba
2007-01-01,Cadale,,,,,,,,20.0,,,cadale
2007-01-01,Ceel Bur,,,,,,,,,,,ceel buur
2007-01-01,Ceel Dheer,385.0,,,,,,,,,,ceel dheer
2007-01-01,Diinsoor,,,1.05,,,,,13.125,,,diinsoor
2007-01-01,Doolow,1.0,,9.0,,,,,26.0,,,doolow
2007-01-01,El berde,,,82.0,,,,,205.0,,,ceel barde
2007-01-01,Garbaharey/Burdhuubo,3.0,,113.0,,,,,70.0,,,garbahaarey
2007-01-01,Gebiley,,,,,,,,,,,gebiley
2007-01-01,Hargeysa,,,,,,,,,,,hargeysa
2007-01-01,Hobyo,,,,,,,,,,,hobyo
2007-01-01,Jalalaqsi,,,472.0,,,,1.368,500.0,,,jalalaqsi
2007-01-01,Jamaame,60.0,,200.0,,,,250.0,,,,jamaame
2007-01-01,Jilib,78.0,,260.0,,,,325.0,,,,jilib
2007-01-01,Jowhar,,,7.83,,,,225.0,2.8,,,jowhar
2007-01-01,Kismaayo,30.0,,850.0,,,,413.0,,,,kismaayo
2007-01-01,Kurtunwaarey,,,1.19,,,,,,,,kurtunwaarey
2007-01-01,Luuq,1.0,,17.0,,,,,84.0,,,luuq
2007-01-01,Marka,,,1.4,,,,,20.0,,,marka
2007-01-01,Owdweyne,,,,,,,,,,,owdweyne
2007-01-01,Qansax Dheere,,,1.14,,,,,14.25,,,qansax dheere
2007-01-01,Qoryooley,,,800.0,,,,,2.4,,,qoryooley
2007-01-01,Rab Dhuure,,,69.0,,,,,1.074,,,rab dhuure
2007-01-01,Saakow,24.0,,80.0,,,,175.0,3.99,,,saakow
2007-01-01,Sablaale,,,80.0,,,,,,,,sablaale
2007-01-01,Sheikh,,,,,,,,,,,sheikh
2007-01-01,Tayeeglow,,,300.0,,,,,1.02,,,tayeeglow
2007-01-01,Waajid,,,204.0,,,,,1.088,,,waajid
2007-01-01,Wanla weyn,,,,,,,,5.4,,,wanla weyn
2007-01-01,Xarardheere,,,,,,,,,,,xarardheere
2007-01-01,Xudur,,,184.0,,,,,1.313,,,xudur
2007-07-01,Adan Yabaal,,,,,,,,15.0,,,adan yabaal
2007-07-01,Afgooye,,,4.55,,,,,100.0,,,afgooye
2007-07-01,Afmadow,,,10.0,,,,,,,,afmadow
2007-07-01,Baardheere,,,55.0,,,,,7.0,,,baardheere
2007-07-01,Badhaadhe,,,280.0,,,,,,,,badhaadhe
2007-07-01,Balcad,,,1.5,,,,,450.0,,,balcad
2007-07-01,Baraawe,,,225.0,,,,,,,,baraawe
2007-07-01,Baydhaba,,,58.0,,,,,1.187,,,baydhaba
2007-07-01,Belet Weyne,,,300.0,,,,,840.0,,,belet weyne
2007-07-01,Belet Xaawo,,,,,,,,,,,belet xaawo
2007-07-01,Borama,,,1.219,,,,,3.186,,,borama
2007-07-01,Bu'aale,,,180.0,,,,,140.0,,,bu'aale
2007-07-01,Bulo Burto,,,102.0,,,,,350.0,,,bulo burto
2007-07-01,Burco,,,13.0,,,,,70.0,,,burco
2007-07-01,Buur Hakaba,,,40.0,,,,,568.0,,,buur hakaba
2007-07-01,Cadale,,,,,,,,10.0,,,cadale
2007-07-01,Ceel Bur,,,,,,,,,,,ceel buur
2007-07-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2007-07-01,Diinsoor,,,36.0,,,,,699.0,,,diinsoor
2007-07-01,Doolow,,,5.0,,,,,,,,doolow
2007-07-01,El berde,,,,,,,,,,,ceel barde
2007-07-01,Garbaharey/Burdhuubo,,,8.0,,,,,,,,garbahaarey
2007-07-01,Gebiley,,,2.121,,,,,17.29,,,gebiley
2007-07-01,Hargeysa,,,555.0,,,,,1.35,,,hargeysa
2007-07-01,Hobyo,,,,,,,,,,,hobyo
2007-07-01,Jalalaqsi,,,240.0,,,,,80.0,,,jalalaqsi
2007-07-01,Jamaame,,,2.287,,,,,,,,jamaame
2007-07-01,Jilib,,,4.54,,,,,,,,jilib
2007-07-01,Jowhar,,,4.8,,,,,1.2,,,jowhar
2007-07-01,Kismaayo,,,264.0,,,,,,,,kismaayo
2007-07-01,Kurtunwaarey,,,3.2,,,,,,,,kurtunwaarey
2007-07-01,Luuq,,,11.0,,,,,2.0,,,luuq
2007-07-01,Marka,,,8.0,,,,,,,,marka
2007-07-01,Owdweyne,,,91.0,,,,,716.0,,,owdweyne
2007-07-01,Qansax Dheere,,,42.0,,,,,453.0,,,qansax dheere
2007-07-01,Qoryooley,,,7.6,,,,,60.0,,,qoryooley
2007-07-01,Rab Dhuure,,,,,,,,,,,rab dhuure
2007-07-01,Saakow,,,60.0,,,,,125.0,,,saakow
2007-07-01,Sablaale,,,2.16,,,,,,,,sablaale
2007-07-01,Sheikh,,,23.0,,,,,105.0,,,sheikh
2007-07-01,Tayeeglow,,,,,,,,58.0,,,tayeeglow
2007-07-01,Waajid,,,4.0,,,,,30.0,,,waajid
2007-07-01,Wanla weyn,,,,,,,,1.4,,,wanla weyn
2007-07-01,Xarardheere,,,,,,,,,,,xarardheere
2007-07-01,Xudur,,,5.0,,,,,30.0,,,xudur
2008-01-01,Adan Yabaal,,,,,,,,,,,adan yabaal
2008-01-01,Afgooye,,,800.0,,,,120.0,4.4,,,afgooye
2008-01-01,Afmadow,,,15.0,,,,,,,,afmadow
2008-01-01,Baardheere,,,3.33,,,,,11.4,,,baardheere
2008-01-01,Badhaadhe,,,180.0,,,,,,,,badhaadhe
2008-01-01,Balcad,,,818.0,,,,,896.0,,,balcad
2008-01-01,Baraawe,,,350.0,,,,560.0,,,,baraawe
2008-01-01,Baydhaba,,,945.0,,,,,8.964,,,baydhaba
2008-01-01,Belet Weyne,,,200.0,,,,,480.0,,,belet weyne
2008-01-01,Belet Xaawo,,,21.0,,,,,,,,belet xaawo
2008-01-01,Borama,,,,,,,,,,,borama
2008-01-01,Bu'aale,,,320.0,,,,,1.32,,,bu'aale
2008-01-01,Bulo Burto,,,140.0,,,,,520.0,,,bulo burto
2008-01-01,Burco,,,,,,,,,,,burco
2008-01-01,Buur Hakaba,,,560.0,,,,,8.82,,,buur hakaba
2008-01-01,Cadale,,,,,,,,,,,cadale
2008-01-01,Ceel Bur,,,,,,,,,,,ceel buur
2008-01-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2008-01-01,Diinsoor,,,560.0,,,,,11.76,,,diinsoor
2008-01-01,Doolow,,,42.0,,,,,,,,doolow
2008-01-01,El berde,,,,,,,,,,,ceel barde
2008-01-01,Garbaharey/Burdhuubo,,,155.0,,,,,,,,garbahaarey
2008-01-01,Gebiley,,,,,,,,,,,gebiley
2008-01-01,Hargeysa,,,,,,,,,,,hargeysa
2008-01-01,Hobyo,,,,,,,,,,,hobyo
2008-01-01,Jalalaqsi,,,350.0,,,,,700.0,,,jalalaqsi
2008-01-01,Jamaame,,,35.0,,,,,,,,jamaame
2008-01-01,Jilib,,,976.0,,,,,,,,jilib
2008-01-01,Jowhar,,,3.975,,,,,2.42,,,jowhar
2008-01-01,Kismaayo,,,120.0,,,,,,,,kismaayo
2008-01-01,Kurtunwaarey,,,2.35,,,,1.2,,,,kurtunwaarey
2008-01-01,Luuq,,,42.0,,,,,30.0,,,luuq
2008-01-01,Marka,,,3.0,,,,90.0,5.0,,,marka
2008-01-01,Owdweyne,,,,,,,,,,,owdweyne
2008-01-01,Qansax Dheere,,,684.0,,,,,7.224,,,qansax dheere
2008-01-01,Qoryooley,,,2.22,,,,360.0,800.0,,,qoryooley
2008-01-01,Rab Dhuure,,,,,,,,,,,rab dhuure
2008-01-01,Saakow,,,120.0,,,,,4.56,,,saakow
2008-01-01,Sablaale,,,54.0,,,,110.0,,,,sablaale
2008-01-01,Sheikh,,,,,,,,,,,sheikh
2008-01-01,Tayeeglow,,,192.0,,,,,1.632,,,tayeeglow
2008-01-01,Waajid,,,,,,,,218.0,,,waajid
2008-01-01,Wanla weyn,,,,,,,6.0,5.631,,,wanla weyn
2008-01-01,Xarardheere,,,,,,,,,,,xarardheere
2008-01-01,Xudur,,,100.0,,,,,728.0,,,xudur
2008-07-01,Adan Yabaal,,,,,,,,,,,adan yabaal
2008-07-01,Afgooye,720.0,,12.567,,,,50.0,27.0,,,afgooye
2008-07-01,Afmadow,,,24.0,,,,,,,,afmadow
2008-07-01,Baardheere,,,631.0,,,,,144.0,,,baardheere
2008-07-01,Badhaadhe,,,455.0,,,,,,,,badhaadhe
2008-07-01,Balcad,,,1.25,,,,,400.0,,,balcad
2008-07-01,Baraawe,10.0,,448.0,,,,10.0,,,,baraawe
2008-07-01,Baydhaba,,,1.1,,,,,13.3,,,baydhaba
2008-07-01,Belet Weyne,,,200.0,,,,,720.0,,,belet weyne
2008-07-01,Belet Xaawo,,,24.0,,,,,,,,belet xaawo
2008-07-01,Borama,29.0,,340.0,,,,,1.225,,,borama
2008-07-01,Bu'aale,,,304.0,,,,,40.0,,,bu'aale
2008-07-01,Bulo Burto,,,140.0,,,,,500.0,,,bulo burto
2008-07-01,Burco,2.0,,12.0,,,,,100.0,,,burco
2008-07-01,Buur Hakaba,,,80.0,,,,,2.388,,,buur hakaba
2008-07-01,Cadale,,,,,,,,,,,cadale
2008-07-01,Ceel Bur,,,,,,,,,,,ceel buur
2008-07-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2008-07-01,Diinsoor,,,453.0,,,,,8.127,,,diinsoor
2008-07-01,Doolow,,,45.0,,,,,,,,doolow
2008-07-01,El berde,,,,,,,,,,,ceel barde
2008-07-01,Garbaharey/Burdhuubo,,,79.0,,,,,,,,garbahaarey
2008-07-01,Gebiley,160.0,,650.0,,,,,13.58,,,gebiley
2008-07-01,Hargeysa,10.0,,100.0,,,,,750.0,,,hargeysa
2008-07-01,Hobyo,,,,,,,,,,,hobyo
2008-07-01,Jalalaqsi,,,293.0,,,,,140.0,,,jalalaqsi
2008-07-01,Jamaame,,,3.655,,,,,,,,jamaame
2008-07-01,Jilib,,,2.05,,,,,,,,jilib
2008-07-01,Jowhar,,,3.0,,,2.0,,800.0,,,jowhar
2008-07-01,Kismaayo,,,780.0,,,,,,,,kismaayo
2008-07-01,Kurtunwaarey,50.0,,6.852,,,,400.0,,,,kurtunwaarey
2008-07-01,Luuq,,,52.0,,,,,,,,luuq
2008-07-01,Marka,150.0,,15.804,,,,100.0,15.0,,,marka
2008-07-01,Owdweyne,24.0,,115.0,,,,,500.0,,,owdweyne
2008-07-01,Qansax Dheere,,,600.0,,,,,7.77,,,qansax dheere
2008-07-01,Qoryooley,75.0,,6.2,,,,40.0,60.0,,,qoryooley
2008-07-01,Rab Dhuure,,,,,,,,10.0,,,rab dhuure
2008-07-01,Saakow,,,36.0,,,,,56.0,,,saakow
2008-07-01,Sablaale,10.0,,1.8,,,,120.0,,,,sablaale
2008-07-01,Sheikh,6.0,,60.0,,,,,120.0,,,sheikh
2008-07-01,Tayeeglow,,,3.0,,,,,30.0,,,tayeeglow
2008-07-01,Waajid,,,,,,,,25.0,,,waajid
2008-07-01,Wanla weyn,,,,,,,,8.0,,,wanla weyn
2008-07-01,Xarardheere,,,,,,,,,,,xarardheere
2008-07-01,Xudur,,,4.0,,,,,25.0,,,xudur
2009-01-01,Adan Yabaal,,,,,,,,,,,adan yabaal
2009-01-01,Afgooye,,,320.0,,,,15.0,60.0,,,afgooye
2009-01-01,Afmadow,,,120.0,,,,,,,,afmadow
2009-01-01,Baardheere,,,1.081,,,,,865.0,,,baardheere
2009-01-01,Badhaadhe,,,80.0,,,,,,,,badhaadhe
2009-01-01,Balcad,,,1.25,,,,140.0,400.0,,,balcad
2009-01-01,Baraawe,,,90.0,,,,200.0,,,,baraawe
2009-01-01,Baydhaba,,,200.0,,,,,11.1,,,baydhaba
2009-01-01,Belet Weyne,44.0,,960.0,,,,,2.4,,,belet weyne
2009-01-01,Belet Xaawo,,,,,,,,29.0,,,belet xaawo
2009-01-01,Borama,,,,,,,,,,,borama
2009-01-01,Bu'aale,,,930.0,,,,,120.0,,,bu'aale
2009-01-01,Bulo Burto,8.0,,200.0,,,,,315.0,,,bulo burto
2009-01-01,Burco,,,,,,,,,,,burco
2009-01-01,Buur Hakaba,,,50.0,,,,,2.8,,,buur hakaba
2009-01-01,Cadale,,,,,,,,,,,cadale
2009-01-01,Ceel Bur,,,,,,,,,,,ceel buur
2009-01-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2009-01-01,Diinsoor,,,100.0,,,,,5.2,,,diinsoor
2009-01-01,Doolow,,,,,,,,18.0,,,doolow
2009-01-01,El berde,,,,,,,,,,,ceel barde
2009-01-01,Garbaharey/Burdhuubo,,,41.0,,,,,72.0,,,garbahaarey
2009-01-01,Gebiley,,,,,,,,,,,gebiley
2009-01-01,Hargeysa,,,,,,,,,,,hargeysa
2009-01-01,Hobyo,,,,,,,,,,,hobyo
2009-01-01,Jalalaqsi,100.0,,360.0,,,,,270.0,,,jalalaqsi
2009-01-01,Jamaame,,,2.0,,,,,,,,jamaame
2009-01-01,Jilib,,,2.045,,,,,,,,jilib
2009-01-01,Jowhar,,,3.0,,,2.5,160.0,800.0,,,jowhar
2009-01-01,Kismaayo,,,90.0,,,,,,,,kismaayo
2009-01-01,Kurtunwaarey,,,3.6,,,,1.2,,,,kurtunwaarey
2009-01-01,Luuq,,,,,,,,120.0,,,luuq
2009-01-01,Marka,,,4.0,,,,200.0,,,,marka
2009-01-01,Owdweyne,,,,,,,,,,,owdweyne
2009-01-01,Qansax Dheere,,,100.0,,,,,2.4,,,qansax dheere
2009-01-01,Qoryooley,,,4.25,,,,80.0,100.0,,,qoryooley
2009-01-01,Rab Dhuure,,,,,,,,405.0,,,rab dhuure
